概率,半径 [mm],直径 [mm],中间 x [体素],中间 y [体素],中间 z [体素],体积 [mm³],体素,表面 [mm²],分类,间隙 [mm],紧密度,球度,位置 x [体素],位置 y [体素],位置 z [体素],投影尺寸 x [mm],投影尺寸 y [mm],投影尺寸 z [mm],主分量分析（PCA）偏差 1 [mm],主分量分析（PCA）偏差 2 [mm],主分量分析（PCA）偏差 3 [mm],PCA 最大偏差比例 [%],PCA 最小偏差比例 [%],最小灰度值,最大灰度值,平均灰度值,灰度值偏差,标签,最小厚度 [mm],最大厚度 [mm],平均厚度 [mm],相对直径,切面 [mm²],最小边距离（内部） [mm],最小边距离（外部） [mm],最大边距离（剪切） [mm],投影区域（yz 平面） [mm²],投影区域（xz 平面） [mm²],投影区域（xy 平面） [mm²],说明,图像,聚焦图像,捕获,公差状态
0.09,0.246,0.492,752,634,396,0.02,13,0.57,,-25.027,0.35,0.67,752,635,397,0.477,0.238,0.477,0.105,0.087,0.060,42.605,24.315,27817,28179,28062,120,7239,,,,,,,,,0.10,0.14,0.10,,关,关,0,无公差
0.09,0.321,0.642,443,284,68,0.03,19,0.74,,-1.176,0.23,0.66,443,284,67,0.715,0.477,0.238,0.141,0.088,0.065,43.931,20.359,27873,28247,28062,120,1045,,,,,,,,,0.10,0.13,0.17,,关,关,0,无公差
0.09,0.246,0.492,420,525,67,0.02,9,0.45,,-14.515,0.25,0.65,420,525,67,0.238,0.238,0.477,0.118,0.067,0.051,47.839,20.591,27892,28232,28121,120,4851,,,,,,,,,0.09,0.10,0.04,,关,关,0,无公差
0.09,0.304,0.608,408,922,64,0.05,31,1.08,,-8.870,0.45,0.63,409,921,63,0.477,0.477,0.477,0.130,0.111,0.093,42.599,30.584,27728,28227,27994,120,12533,,,,,,,,,0.17,0.18,0.18,,关,关,0,无公差
0.09,0.215,0.430,1159,563,418,0.02,10,0.51,,-0.046,0.41,0.62,1159,563,418,0.477,0.358,0.358,0.097,0.079,0.061,45.149,28.420,27683,28108,27912,120,6038,,,,,,,,,0.06,0.09,0.15,,关,关,0,无公差
0.09,0.224,0.447,922,802,422,0.03,15,0.63,,-7.466,0.54,0.67,922,802,423,0.477,0.358,0.358,0.102,0.081,0.075,45.673,33.374,27798,28250,28093,120,10825,,,,,,,,,0.10,0.13,0.16,,关,关,0,无公差
0.09,0.450,0.900,891,685,401,0.06,38,1.42,,-12.986,0.17,0.55,892,684,403,0.715,0.596,0.835,0.239,0.092,0.084,53.002,18.562,27727,28241,28115,120,8694,,,,,,,,,0.23,0.30,0.21,,关,关,0,无公差
0.09,0.238,0.477,1016,909,396,0.01,6,0.34,,-3.311,0.18,0.67,1016,909,396,0.477,0.119,0.238,0.118,0.064,0.030,49.476,12.501,27781,28163,28000,132,98,,,,,,,,,0.03,0.09,0.06,,关,关,0,无公差
0.09,0.400,0.800,611,1174,308,0.02,14,0.77,,0.193,0.09,0.52,611,1172,307,0.477,0.477,0.715,0.209,0.066,0.056,52.165,13.935,27733,28202,28010,119,12580,,,,,,,,,0.15,0.14,0.10,,关,关,0,无公差
0.09,0.292,0.585,1100,1135,67,0.03,16,0.74,,-0.133,0.26,0.59,1100,1135,67,0.477,0.477,0.358,0.144,0.077,0.068,49.154,23.136,27851,28242,28051,119,11159,,,,,,,,,0.13,0.11,0.13,,关,关,0,无公差
0.09,0.484,0.969,486,850,68,0.03,19,0.88,,-21.413,0.07,0.56,487,850,66,0.477,0.358,0.954,0.256,0.066,0.059,52.873,12.202,27875,28234,28112,119,11479,,,,,,,,,0.18,0.23,0.11,,关,关,0,无公差
0.09,0.246,0.492,629,572,418,0.02,14,0.68,,-19.595,0.38,0.59,629,572,418,0.477,0.298,0.477,0.111,0.092,0.068,45.105,27.722,27960,28243,28143,119,6042,,,,,,,,,0.09,0.14,0.09,,关,关,0,无公差
0.09,0.667,1.333,621,919,423,0.07,39,1.59,,-12.261,0.05,0.50,622,919,423,1.431,0.596,0.238,0.354,0.124,0.043,53.153,6.413,27059,28250,27899,302,948,,,,,,,,,0.10,0.20,0.55,,关,关,0,无公差
0.09,0.327,0.653,576,698,93,0.03,15,0.65,,-40.469,0.17,0.64,576,699,94,0.477,0.238,0.596,0.162,0.070,0.058,49.583,17.903,27813,28178,28070,119,8366,,,,,,,,,0.11,0.17,0.09,,关,关,0,无公差
0.09,0.273,0.546,638,676,84,0.04,21,0.74,,-38.969,0.42,0.71,638,677,83,0.477,0.358,0.477,0.120,0.089,0.080,43.939,29.440,27801,28247,28030,119,7633,,,,,,,,,0.13,0.17,0.14,,关,关,0,无公差
0.09,0.211,0.423,812,828,408,0.02,12,0.51,,-17.081,0.51,0.70,812,828,408,0.477,0.238,0.358,0.093,0.088,0.062,44.130,29.116,27760,28210,27999,119,11326,,,,,,,,,0.07,0.11,0.11,,关,关,0,无公差
0.09,0.370,0.740,346,808,81,0.06,34,1.19,,-11.287,0.27,0.60,346,808,81,0.477,0.596,0.596,0.173,0.097,0.085,46.633,22.855,27779,28235,27958,119,10347,,,,,,,,,0.23,0.18,0.18,,关,关,0,无公差
0.09,0.292,0.584,405,564,63,0.04,21,0.80,,-15.887,0.34,0.66,405,563,63,0.477,0.477,0.358,0.138,0.085,0.079,47.250,26.940,27786,28247,28061,119,5496,,,,,,,,,0.14,0.16,0.17,,关,关,0,无公差
0.09,0.277,0.554,589,652,422,0.03,20,0.80,,-24.031,0.38,0.64,589,652,423,0.477,0.477,0.238,0.131,0.102,0.063,47.161,22.823,27770,28194,28023,118,8168,,,,,,,,,0.11,0.10,0.18,,关,关,0,无公差
0.09,0.267,0.533,904,1004,417,0.02,11,0.54,,-0.111,0.23,0.63,904,1004,417,0.477,0.238,0.477,0.124,0.073,0.060,46.386,22.604,27798,28193,28032,118,5337,,,,,,,,,0.07,0.16,0.11,,关,关,0,无公差
0.09,0.599,1.198,822,710,423,0.04,25,1.11,,-21.652,0.05,0.53,823,713,423,0.477,1.192,0.119,0.336,0.100,0.030,56.081,4.975,27863,28236,28089,118,8886,,,,,,,,,0.14,0.06,0.36,,关,关,0,无公差
0.09,0.223,0.446,430,580,161,0.02,14,0.57,,-19.753,0.51,0.70,429,580,162,0.477,0.358,0.238,0.097,0.092,0.063,43.525,28.455,27847,28227,27973,118,5716,,,,,,,,,0.09,0.11,0.14,,关,关,0,无公差
0.09,0.215,0.430,725,776,365,0.01,6,0.37,,-26.357,0.24,0.61,725,776,365,0.477,0.238,0.358,0.113,0.057,0.046,52.502,21.183,27859,28202,28088,131,9945,,,,,,,,,0.06,0.10,0.07,,关,关,0,无公差
0.09,0.279,0.558,771,461,413,0.03,16,0.68,,-5.987,0.30,0.64,772,461,413,0.477,0.358,0.477,0.136,0.080,0.069,48.614,24.624,27825,28246,28074,118,4090,,,,,,,,,0.14,0.17,0.13,,关,关,0,无公差
0.09,0.273,0.546,526,496,71,0.04,22,0.88,,-19.102,0.44,0.61,526,496,71,0.477,0.477,0.358,0.114,0.098,0.086,41.679,31.547,27868,28243,28066,118,4277,,,,,,,,,0.14,0.13,0.17,,关,关,0,无公差
0.09,0.277,0.554,634,799,420,0.04,24,0.97,,-25.672,0.46,0.59,633,798,419,0.477,0.477,0.477,0.123,0.099,0.087,44.396,31.550,27862,28247,28117,118,10799,,,,,,,,,0.16,0.17,0.16,,关,关,0,无公差
0.09,0.310,0.620,948,777,422,0.05,30,1.02,,-5.419,0.41,0.65,948,777,422,0.477,0.358,0.477,0.133,0.108,0.088,43.041,28.519,27810,28243,28067,118,10190,,,,,,,,,0.16,0.21,0.14,,关,关,0,无公差
0.09,0.215,0.430,830,617,406,0.02,9,0.45,,-16.859,0.37,0.65,830,616,406,0.238,0.358,0.358,0.106,0.071,0.054,49.372,25.056,27967,28251,28150,118,7295,,,,,,,,,0.10,0.06,0.07,,关,关,0,无公差
0.09,0.301,0.603,756,790,415,0.05,27,1.00,,-25.152,0.40,0.62,755,790,415,0.715,0.477,0.477,0.127,0.109,0.085,42.148,28.041,27758,28243,28095,118,10766,,,,,,,,,0.14,0.20,0.18,,关,关,0,无公差
0.09,0.203,0.405,354,1148,62,0.01,7,0.37,,0.485,0.34,0.68,354,1147,62,0.477,0.298,0.119,0.095,0.089,0.030,46.835,14.706,27786,28141,27967,126,11045,,,,,,,,,0.04,0.06,0.10,,关,关,0,无公差
0.09,0.215,0.430,940,760,399,0.01,6,0.34,,-6.608,0.24,0.67,940,759,399,0.238,0.358,0.358,0.118,0.064,0.030,54.888,13.867,27879,28239,28046,131,10040,,,,,,,,,0.09,0.09,0.09,,关,关,0,无公差
0.09,0.377,0.754,306,786,62,0.04,26,1.08,,-7.350,0.20,0.56,307,786,62,0.715,0.596,0.238,0.178,0.127,0.055,47.307,14.536,27774,28217,28091,118,10237,,,,,,,,,0.10,0.14,0.28,,关,关,0,无公差
0.09,0.211,0.423,918,883,422,0.02,14,0.54,,-3.258,0.60,0.74,918,882,422,0.477,0.238,0.358,0.095,0.089,0.067,44.932,31.547,27868,28251,28039,118,12502,,,,,,,,,0.09,0.13,0.11,,关,关,0,无公差
0.09,0.404,0.809,798,626,412,0.08,48,1.45,,-20.915,0.29,0.63,797,627,413,0.715,0.477,0.477,0.171,0.119,0.098,42.331,24.270,27874,28247,28053,118,7359,,,,,,,,,0.23,0.26,0.23,,关,关,0,无公差
0.09,0.611,1.222,1055,591,414,0.10,58,1.96,,-0.958,0.10,0.53,1054,589,416,0.954,0.715,0.835,0.331,0.117,0.091,54.236,14.967,27474,28245,27962,243,6663,,,,,,,,,0.30,0.37,0.31,,关,关,0,无公差
0.09,0.215,0.430,314,582,72,0.02,9,0.48,,-7.492,0.37,0.62,314,582,72,0.477,0.358,0.358,0.102,0.064,0.064,47.367,29.598,27730,28157,27950,118,5562,,,,,,,,,0.10,0.09,0.09,,关,关,0,无公差
0.09,0.304,0.608,1039,890,417,0.03,20,0.82,,-4.502,0.29,0.61,1039,890,417,0.715,0.477,0.358,0.122,0.086,0.082,40.116,27.093,27833,28226,28027,117,12472,,,,,,,,,0.11,0.16,0.17,,关,关,0,无公差
0.09,0.238,0.477,859,712,423,0.01,8,0.45,,-16.941,0.24,0.60,859,713,423,0.477,0.477,0.238,0.108,0.077,0.048,45.487,20.248,27889,28233,28058,121,8878,,,,,,,,,0.07,0.07,0.13,,关,关,0,无公差
0.09,0.273,0.546,698,626,409,0.03,19,0.74,,-27.051,0.38,0.66,699,626,409,0.477,0.358,0.477,0.127,0.099,0.066,46.664,24.146,27830,28209,28090,117,7316,,,,,,,,,0.13,0.21,0.13,,关,关,0,无公差
0.09,0.298,0.596,876,395,418,0.02,13,0.63,,-1.590,0.20,0.61,876,395,418,0.477,0.238,0.477,0.146,0.076,0.057,49.138,19.189,27874,28237,28141,117,3022,,,,,,,,,0.09,0.14,0.09,,关,关,0,无公差
0.09,0.404,0.809,1121,828,419,0.06,36,1.19,,0.474,0.22,0.63,1120,828,418,0.715,0.358,0.477,0.185,0.095,0.084,45.817,20.855,27892,28231,28040,117,11372,,,,,,,,,0.16,0.24,0.20,,关,关,0,无公差
0.09,1.101,2.202,478,774,72,0.51,300,6.57,,-27.230,0.09,0.47,473,774,74,1.908,0.835,1.312,0.476,0.222,0.178,43.204,16.141,26073,28244,27670,485,9619,,,,,,,,,0.85,1.27,1.07,,关,关,0,无公差
0.08,0.677,1.354,918,692,410,0.11,64,2.10,,-10.259,0.08,0.52,918,691,412,1.192,0.596,0.715,0.326,0.122,0.095,48.097,14.015,27358,28247,27977,218,8754,,,,,,,,,0.24,0.44,0.37,,关,关,0,无公差
0.08,0.386,0.773,356,814,62,0.04,24,1.00,,-11.706,0.17,0.57,357,813,63,0.715,0.596,0.358,0.191,0.081,0.074,49.400,19.049,27795,28150,28021,116,10850,,,,,,,,,0.16,0.18,0.21,,关,关,0,无公差
0.08,0.495,0.990,604,721,65,0.15,90,2.22,,-38.141,0.30,0.62,604,722,66,0.715,0.715,0.835,0.228,0.132,0.125,46.050,25.311,27787,28221,28014,116,8899,,,,,,,,,0.41,0.45,0.36,,关,关,0,无公差
0.08,0.292,0.584,1030,545,422,0.02,10,0.54,,-0.486,0.16,0.59,1031,544,422,0.477,0.358,0.477,0.155,0.076,0.049,53.236,16.939,27911,28234,28125,116,5446,,,,,,,,,0.11,0.13,0.10,,关,关,0,无公差
0.08,0.223,0.446,821,432,421,0.02,10,0.48,,-0.522,0.36,0.66,822,432,421,0.477,0.238,0.358,0.111,0.066,0.061,49.642,27.386,27820,28204,28086,116,3602,,,,,,,,,0.07,0.13,0.11,,关,关,0,无公差
0.08,0.215,0.430,370,662,62,0.02,9,0.43,,-16.010,0.37,0.70,370,662,62,0.477,0.358,0.119,0.102,0.102,0.030,47.367,13.867,27812,28137,27978,116,7494,,,,,,,,,0.04,0.06,0.17,,关,关,0,无公差
0.08,0.310,0.620,541,177,63,0.04,24,0.94,,-1.072,0.33,0.61,542,176,64,0.477,0.477,0.477,0.152,0.092,0.084,48.871,27.057,27791,28217,27993,116,281,,,,,,,,,0.14,0.16,0.17,,关,关,0,无公差
0.08,0.386,0.773,351,732,64,0.07,39,1.28,,-13.995,0.27,0.62,351,731,63,0.715,0.477,0.596,0.177,0.103,0.093,45.919,24.036,27874,28240,28096,116,8912,,,,,,,,,0.20,0.27,0.23,,关,关,0,无公差
0.08,0.327,0.653,545,783,81,0.04,22,0.91,,-31.693,0.26,0.59,545,784,82,0.477,0.358,0.596,0.156,0.098,0.069,47.711,20.984,27871,28220,28082,116,10346,,,,,,,,,0.13,0.20,0.13,,关,关,0,无公差
0.08,0.215,0.430,988,689,416,0.01,8,0.43,,-2.050,0.33,0.64,988,689,416,0.477,0.358,0.238,0.110,0.062,0.056,51.311,25.944,27932,28234,28149,119,8828,,,,,,,,,0.07,0.07,0.10,,关,关,0,无公差
0.08,0.279,0.558,810,492,62,0.02,13,0.60,,-10.242,0.24,0.64,810,492,62,0.477,0.477,0.119,0.133,0.116,0.030,47.813,10.685,27845,28233,28010,116,4211,,,,,,,,,0.06,0.06,0.18,,关,关,0,无公差
0.08,0.246,0.492,614,1242,222,0.02,10,0.51,,0.026,0.27,0.62,614,1242,222,0.477,0.298,0.238,0.113,0.070,0.060,45.908,24.495,27792,28220,28030,116,7698,,,,,,,,,0.06,0.10,0.11,,关,关,0,无公差
0.08,0.386,0.773,1003,1159,370,0.04,24,1.00,,-0.244,0.17,0.57,1002,1160,369,0.715,0.596,0.358,0.200,0.092,0.065,51.852,16.917,27802,28230,28097,116,11827,,,,,,,,,0.16,0.20,0.21,,关,关,0,无公差
0.08,0.246,0.492,236,746,62,0.01,8,0.43,,-0.630,0.22,0.64,237,745,62,0.477,0.358,0.119,0.122,0.084,0.030,49.673,12.127,27838,28158,28025,119,8929,,,,,,,,,0.04,0.06,0.11,,关,关,0,无公差
0.08,0.246,0.492,1142,1044,392,0.03,15,0.63,,0.536,0.41,0.67,1142,1043,393,0.477,0.238,0.477,0.110,0.087,0.066,44.695,26.772,27905,28238,28079,115,8271,,,,,,,,,0.11,0.14,0.11,,关,关,0,无公差
0.08,0.295,0.591,353,796,94,0.05,27,0.91,,-12.706,0.42,0.68,353,796,93,0.477,0.477,0.477,0.141,0.102,0.078,47.630,26.430,27823,28224,28037,115,10390,,,,,,,,,0.17,0.18,0.18,,关,关,0,无公差
0.08,0.879,1.757,1000,805,421,0.37,220,5.00,,-2.742,0.13,0.50,1001,806,423,1.192,1.550,0.835,0.411,0.235,0.137,46.778,15.599,26606,28251,27706,363,10790,,,,,,,,,0.80,0.73,1.01,,关,关,0,无公差
0.08,0.203,0.405,799,683,402,0.02,10,0.51,,-23.394,0.49,0.62,799,683,401,0.477,0.358,0.358,0.085,0.081,0.067,41.790,33.292,27846,28177,28061,115,8707,,,,,,,,,0.10,0.10,0.09,,关,关,0,无公差
0.08,0.450,0.900,1071,950,417,0.09,53,1.56,,-0.457,0.24,0.62,1070,949,418,0.954,0.477,0.477,0.195,0.113,0.096,43.298,21.221,27771,28222,27996,115,3471,,,,,,,,,0.18,0.36,0.28,,关,关,0,无公差
0.08,0.273,0.546,1092,711,408,0.03,19,0.80,,0.339,0.38,0.61,1092,712,407,0.477,0.358,0.477,0.128,0.095,0.072,46.805,26.371,27895,28248,28080,115,8740,,,,,,,,,0.13,0.14,0.13,,关,关,0,无公差
0.08,0.363,0.725,608,916,423,0.04,26,0.94,,-11.865,0.22,0.64,608,915,423,0.715,0.477,0.238,0.166,0.099,0.065,45.877,17.988,27773,28168,27991,115,928,,,,,,,,,0.11,0.14,0.21,,关,关,0,无公差
0.08,0.223,0.446,399,799,86,0.02,11,0.48,,-17.297,0.40,0.70,398,799,87,0.238,0.358,0.358,0.106,0.071,0.063,47.576,28.312,27861,28226,28002,115,10373,,,,,,,,,0.09,0.09,0.07,,关,关,0,无公差
0.08,0.599,1.198,536,637,80,0.08,46,1.93,,-33.760,0.09,0.46,539,637,81,1.192,0.596,0.715,0.308,0.116,0.096,51.404,16.003,27555,28247,27982,164,6862,,,,,,,,,0.27,0.36,0.36,,关,关,0,无公差
0.08,0.246,0.492,592,560,62,0.02,9,0.45,,-27.566,0.25,0.65,592,559,62,0.477,0.477,0.119,0.120,0.089,0.030,48.657,12.127,27876,28240,28098,115,5487,,,,,,,,,0.06,0.06,0.17,,关,关,0,无公差
0.08,0.594,1.189,945,1232,64,0.15,90,2.64,,-0.202,0.17,0.52,942,1233,64,1.192,0.835,0.477,0.268,0.183,0.102,45.120,17.219,27681,28251,28014,157,1865,,,,,,,,,0.36,0.43,0.58,,关,关,0,无公差
0.08,0.253,0.506,702,320,410,0.02,13,0.54,,-5.110,0.33,0.70,702,320,410,0.238,0.477,0.238,0.126,0.068,0.060,49.685,23.834,27867,28221,28036,115,1692,,,,,,,,,0.11,0.06,0.10,,关,关,0,无公差
0.08,0.246,0.492,992,886,62,0.02,10,0.51,,-1.300,0.27,0.62,992,886,62,0.477,0.477,0.238,0.117,0.089,0.044,47.413,18.100,27854,28229,28075,115,12022,,,,,,,,,0.07,0.09,0.17,,关,关,0,无公差
0.08,0.273,0.546,962,506,422,0.03,19,0.74,,0.456,0.38,0.66,962,505,423,0.477,0.358,0.358,0.125,0.094,0.071,45.845,25.934,27823,28236,28018,115,4761,,,,,,,,,0.10,0.16,0.11,,关,关,0,无公差
0.08,0.469,0.939,539,159,63,0.07,43,1.51,,-1.626,0.17,0.56,540,159,63,0.715,0.715,0.477,0.225,0.110,0.079,47.987,16.747,27869,28251,28112,115,109,,,,,,,,,0.21,0.24,0.30,,关,关,0,无公差
0.08,0.849,1.699,686,896,85,0.22,128,3.47,,-19.752,0.08,0.50,687,895,85,1.669,0.715,0.835,0.366,0.137,0.124,43.101,14.576,26869,28241,27780,337,12129,,,,,,,,,0.41,0.68,0.68,,关,关,0,无公差
0.08,0.253,0.506,468,244,68,0.02,11,0.51,,-0.431,0.28,0.66,468,245,68,0.238,0.477,0.238,0.120,0.069,0.054,47.621,21.274,27861,28231,28115,115,762,,,,,,,,,0.10,0.06,0.10,,关,关,0,无公差
0.08,0.740,1.480,598,583,423,0.11,65,2.42,,-19.469,0.06,0.46,597,581,423,1.431,0.835,0.238,0.368,0.176,0.056,49.722,7.563,26844,28225,27882,354,6087,,,,,,,,,0.17,0.24,0.73,,关,关,0,无公差
0.08,0.310,0.620,672,495,418,0.03,19,0.80,,-11.712,0.26,0.61,673,495,418,0.477,0.596,0.358,0.143,0.083,0.073,46.202,23.619,27804,28249,28101,114,4719,,,,,,,,,0.16,0.13,0.18,,关,关,0,无公差
0.08,0.342,0.685,935,612,394,0.05,32,1.11,,-5.480,0.32,0.62,935,612,395,0.477,0.596,0.477,0.157,0.097,0.090,45.983,26.378,27876,28244,28115,114,6555,,,,,,,,,0.18,0.17,0.20,,关,关,0,无公差
0.08,0.484,0.969,414,815,81,0.08,45,1.54,,-18.178,0.16,0.57,414,816,82,0.477,0.596,0.835,0.246,0.100,0.091,50.720,18.819,27717,28226,28071,114,10965,,,,,,,,,0.28,0.26,0.23,,关,关,0,无公差
0.08,0.368,0.735,525,132,142,0.03,19,0.85,,0.388,0.15,0.57,526,132,142,0.715,0.477,0.358,0.197,0.076,0.068,53.475,18.600,27871,28221,28102,114,156,,,,,,,,,0.13,0.20,0.18,,关,关,0,无公差
0.08,0.204,0.408,1028,727,94,0.02,11,0.54,,1.297,0.52,0.63,1028,727,94,0.477,0.358,0.358,0.088,0.081,0.069,43.141,33.824,27873,28225,28124,114,9062,,,,,,,,,0.09,0.11,0.14,,关,关,0,无公差
0.08,0.260,0.521,931,1053,363,0.03,20,0.74,,-0.008,0.46,0.69,931,1054,363,0.477,0.477,0.358,0.117,0.093,0.075,44.989,28.680,27846,28240,28036,114,8141,,,,,,,,,0.13,0.13,0.18,,关,关,0,无公差
0.08,0.223,0.446,659,622,89,0.03,16,0.57,,-33.742,0.58,0.77,659,621,89,0.477,0.238,0.358,0.107,0.087,0.067,48.181,29.881,27815,28197,28067,114,6896,,,,,,,,,0.09,0.16,0.11,,关,关,0,无公差
0.08,0.328,0.656,891,393,416,0.03,20,0.85,,-0.655,0.23,0.59,891,393,417,0.477,0.358,0.596,0.154,0.085,0.072,47.132,22.046,27857,28227,28112,114,3000,,,,,,,,,0.16,0.24,0.11,,关,关,0,无公差
0.08,0.203,0.406,703,678,389,0.02,10,0.45,,-31.510,0.48,0.70,703,678,389,0.238,0.358,0.358,0.094,0.072,0.061,46.308,30.071,27645,27973,27884,114,7950,,,,,,,,,0.09,0.07,0.07,,关,关,0,无公差
0.08,0.932,1.864,914,585,379,0.65,382,6.97,,-6.664,0.19,0.52,913,589,376,1.431,1.669,1.192,0.424,0.270,0.178,45.456,19.093,26050,28251,27660,429,5869,,,,,,,,,1.18,1.07,1.19,,关,关,0,无公差
0.08,0.342,0.685,426,732,78,0.03,20,0.80,,-22.906,0.20,0.64,426,731,78,0.477,0.596,0.358,0.161,0.079,0.067,46.996,19.537,27914,28236,28113,114,9016,,,,,,,,,0.16,0.13,0.18,,关,关,0,无公差
0.08,0.607,1.214,1092,902,394,0.18,105,2.79,,-1.545,0.19,0.55,1091,902,396,0.715,0.835,1.073,0.281,0.164,0.109,46.222,18.019,27472,28251,27942,209,12377,,,,,,,,,0.47,0.54,0.37,,关,关,0,无公差
0.08,0.246,0.492,1108,628,422,0.02,10,0.54,,0.284,0.27,0.59,1108,629,423,0.477,0.358,0.358,0.136,0.076,0.051,55.296,20.761,27861,28247,28080,113,7442,,,,,,,,,0.07,0.14,0.14,,关,关,0,无公差
0.08,0.506,1.012,662,988,64,0.08,50,1.65,,-9.350,0.16,0.57,662,988,63,0.715,0.954,0.477,0.235,0.104,0.099,46.461,19.593,27781,28251,28055,113,3731,,,,,,,,,0.28,0.28,0.36,,关,关,0,无公差
0.08,0.667,1.333,872,1044,412,0.19,112,2.79,,-0.814,0.15,0.57,873,1045,412,0.954,0.954,0.835,0.317,0.138,0.114,47.494,17.122,27354,28225,27889,225,8422,,,,,,,,,0.44,0.50,0.45,,关,关,0,无公差
0.08,0.267,0.533,1044,628,423,0.02,9,0.45,,0.181,0.19,0.65,1044,629,423,0.477,0.477,0.119,0.130,0.083,0.030,48.819,11.180,27864,28222,28059,113,7466,,,,,,,,,0.06,0.06,0.17,,关,关,0,无公差
0.08,0.284,0.569,611,376,422,0.04,22,0.82,,0.354,0.39,0.65,611,376,422,0.477,0.477,0.477,0.120,0.103,0.074,42.272,25.916,27834,28244,28090,113,2570,,,,,,,,,0.16,0.16,0.17,,关,关,0,无公差
0.08,0.400,0.800,842,793,379,0.05,28,1.19,,-16.174,0.18,0.53,843,794,380,0.715,0.477,0.596,0.211,0.094,0.068,52.813,16.879,27881,28251,28138,113,10622,,,,,,,,,0.17,0.28,0.21,,关,关,0,无公差
0.08,0.211,0.423,638,1090,73,0.02,9,0.45,,0.464,0.39,0.65,639,1091,73,0.238,0.298,0.358,0.093,0.083,0.054,43.859,25.785,27832,28166,27988,113,8879,,,,,,,,,0.08,0.07,0.06,,关,关,0,无公差
0.08,0.211,0.423,297,714,89,0.02,11,0.51,,-8.152,0.47,0.66,296,714,89,0.477,0.358,0.238,0.092,0.090,0.058,43.342,27.472,27915,28241,28138,113,9054,,,,,,,,,0.07,0.11,0.11,,关,关,0,无公差
0.08,0.246,0.492,1057,739,423,0.02,13,0.57,,0.085,0.35,0.67,1057,738,423,0.477,0.358,0.238,0.106,0.088,0.059,43.194,24.034,27846,28219,28105,113,9536,,,,,,,,,0.07,0.09,0.13,,关,关,0,无公差
0.08,0.253,0.506,1124,781,399,0.02,14,0.60,,0.619,0.35,0.67,1125,781,399,0.477,0.358,0.238,0.119,0.080,0.061,46.984,24.187,27885,28241,28080,113,10669,,,,,,,,,0.07,0.10,0.13,,关,关,0,无公差
0.08,0.304,0.608,623,520,423,0.03,18,0.80,,-13.504,0.26,0.59,622,519,423,0.715,0.477,0.238,0.134,0.105,0.058,44.172,18.960,27928,28249,28153,113,5460,,,,,,,,,0.09,0.13,0.23,,关,关,0,无公差
0.08,0.215,0.430,1139,884,411,0.02,13,0.60,,0.353,0.53,0.64,1139,884,411,0.477,0.358,0.358,0.096,0.086,0.068,44.647,31.826,27818,28247,28071,113,12439,,,,,,,,,0.10,0.11,0.11,,关,关,0,无公差
0.08,0.523,1.046,994,879,412,0.06,34,1.36,,-6.102,0.10,0.53,993,879,415,0.715,0.477,0.954,0.255,0.103,0.078,48.771,14.976,27761,28225,28080,113,12433,,,,,,,,,0.23,0.28,0.17,,关,关,0,无公差
0.08,0.342,0.685,1060,969,422,0.04,21,0.88,,0.148,0.21,0.59,1061,969,423,0.715,0.477,0.358,0.169,0.084,0.071,49.256,20.608,27833,28237,28089,113,3585,,,,,,,,,0.11,0.18,0.18,,关,关,0,无公差
0.08,0.285,0.571,410,698,88,0.04,24,0.88,,-21.668,0.42,0.65,410,697,88,0.477,0.477,0.477,0.123,0.098,0.087,43.046,30.485,27850,28246,28124,113,8356,,,,,,,,,0.14,0.14,0.16,,关,关,0,无公差
0.08,0.273,0.546,838,608,328,0.02,13,0.60,,-12.964,0.26,0.64,837,610,329,0.477,0.477,0.238,0.146,0.068,0.057,53.584,20.795,27775,28122,27897,113,6421,,,,,,,,,0.11,0.11,0.14,,关,关,0,无公差
0.08,0.211,0.421,1095,877,354,0.02,11,0.48,,1.636,0.48,0.70,1095,877,354,0.477,0.358,0.238,0.094,0.082,0.059,44.855,28.083,27863,28225,28064,113,12313,,,,,,,,,0.07,0.10,0.14,,关,关,0,无公差
0.08,1.448,2.896,837,1237,420,0.65,384,7.54,,-0.817,0.05,0.48,836,1237,423,2.623,1.610,0.954,0.495,0.227,0.181,34.158,12.471,27002,28251,27765,291,10083,,,,,,,,,0.90,1.24,1.70,,关,关,0,无公差
0.08,0.276,0.553,1124,718,405,0.04,24,0.88,,0.642,0.46,0.65,1124,718,405,0.477,0.477,0.358,0.122,0.102,0.081,44.163,29.197,27803,28239,28002,113,9398,,,,,,,,,0.13,0.14,0.17,,关,关,0,无公差
0.08,0.327,0.653,1041,918,100,0.04,21,0.85,,0.969,0.24,0.61,1040,919,100,0.715,0.477,0.358,0.154,0.086,0.069,47.031,21.059,27912,28246,28122,112,12655,,,,,,,,,0.13,0.14,0.20,,关,关,0,无公差
0.08,0.886,1.773,928,655,417,0.49,288,5.91,,-8.552,0.17,0.51,928,652,416,0.954,1.550,1.550,0.399,0.252,0.152,45.036,17.134,26110,28246,27690,480,8064,,,,,,,,,1.22,0.85,0.91,,关,关,0,无公差
0.08,0.382,0.764,1074,579,420,0.03,19,0.77,,-0.435,0.14,0.64,1074,579,420,0.238,0.358,0.715,0.185,0.073,0.060,48.401,15.670,27758,28175,28019,112,6043,,,,,,,,,0.17,0.14,0.07,,关,关,0,无公差
